key,school,lat,lng,校名全銜,等級別,縣市名稱,公/私立,原區,是否重點學校,地址,全校班級數,全校學生數,原住民籍學生總數,主要/次要民族（30%以上）                     ,主要民族學生總數,次要民族學生總數,阿美族,泰雅族,排灣族,布農族,卑南族,魯凱族,鄒族,賽夏族,雅美族,邵族,噶瑪蘭族,太魯閣族,撒奇萊雅族,賽德克族,拉阿魯哇族,卡那卡那富族,尚未申報族籍
96,縣立瑞穗國中,23.4991399,121.3758499,花蓮縣立瑞穗國民中學,國中,花蓮縣,公立,是,是,[978]花蓮縣瑞穗鄉成功北路18號,14,251,154,阿美族,91,0,91,1,2,21,0,0,0,0,0,0,0,34,2,3,0,0,0
97,縣立自強國中,23.9981456,121.5991612,花蓮縣立自強國民中學,國中,花蓮縣,公立,是,是,[970]花蓮縣花蓮市裕祥路89號,26,702,243,阿美族,130,0,130,12,3,12,3,2,0,0,0,0,2,64,12,3,0,0,0
98,縣立化仁國中,23.9655394,121.5930291,花蓮縣立化仁國民中學,國中,花蓮縣,公立,是,是,[973]花蓮縣吉安鄉東昌村東海十街3號,15,316,165,阿美族,130,0,130,7,2,3,2,0,0,0,0,0,2,16,2,1,0,0,0
99,私立淡江高中,25.1749167,121.4359845,新北市私立淡江高級中學,完全中學,新北市,私立,否,否,[251]新北市淡水區真理街26號,63,2201,42,阿美族/泰雅族,19,14,19,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
100,市立樹林高中,24.9829886,121.4224887,新北市立樹林高級中學,完全中學,新北市,公立,否,是,[238]新北市樹林區中華路8號,93,2701,203,阿美族,137,0,137,13,17,15,3,1,0,5,0,0,1,9,2,0,0,0,0
101,市立金山高中,25.2246759,121.6370082,新北市立金山高級中學,完全中學,新北市,公立,否,否,[208]新北市金山區美田里文化二路2號,37,938,57,阿美族,25,0,25,17,6,7,1,0,0,0,0,0,0,1,0,0,0,0,0
102,國立臺東大學附屬體育高中,22.7644294,121.075238,國立臺東大學附屬體育高級中學,完全中學,臺東縣,公立,是,是,[950]臺東縣臺東市體中路1號,21,401,309,阿美族,149,0,149,10,48,19,51,15,0,0,6,0,0,1,0,0,0,0,0
103,私立育仁高中,22.77419,121.092785,臺東縣私立育仁高級中學,完全中學,臺東縣,私立,是,是,[950]臺東縣臺東市中興路四段485號,12,246,76,阿美族,30,0,30,1,12,11,16,4,0,0,1,0,0,1,0,0,0,0,0
104,私立海星高中,24.0074881,121.6135781,花蓮縣私立海星高級中學,完全中學,花蓮縣,私立,是,是,[971]花蓮縣新城鄉嘉新村嘉新路36號,33,1184,494,阿美族,269,0,269,19,17,32,2,1,0,1,3,0,2,144,2,2,0,0,0
105,八斗高中,25.1402628,121.7882816,基隆市立八斗高級中學,完全中學,基隆市,公立,否,否,[202]基隆市中正區新豐街100號,26,483,127,阿美族,119,0,119,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
106,私立南強工商,24.9807537,121.5447918,新北市私立南強高級工商職業學校,高級中等學校,新北市,私立,否,否,[231]新北市新店區文化路42號,53,1624,85,阿美族,44,0,44,13,9,12,0,0,0,1,3,0,0,3,0,0,0,0,0
107,私立莊敬工家,24.98555,121.5320166,新北市私立莊敬高級工業家事職業學校,高級中等學校,新北市,私立,否,否,[231]新北市新店區民生路45號,107,4774,266,阿美族,130,0,130,58,22,25,6,1,0,4,1,0,0,17,1,1,0,0,0
108,私立光啟高中,25.0198845,121.4032146,光啟學校財團法人桃園市光啟高級中等學校,高級中等學校,桃園市,私立,否,否,[333]桃園市龜山區自由街40號,42,1488,98,阿美族,69,0,69,7,5,6,1,0,1,2,0,0,0,7,0,0,0,0,0
109,私立高苑工商,22.7592932,120.2876909,高雄縣私立高苑高級工商職業學校,高級中等學校,高雄市,私立,否,是,[825]高雄市橋頭區東林里芋寮路1號,69,1861,110,阿美族/排灣族,35,33,35,9,33,19,2,4,3,0,1,0,0,2,0,0,1,1,0
110,台東高中,22.748156,121.1464,國立台東高級中學,高級中等學校,臺東縣,公立,否,否,[950]臺東縣臺東市中華路一段721號,32,951,267,阿美族,85,0,85,1,73,52,28,20,0,0,6,0,0,2,0,0,0,0,0
111,國立臺東專科學校(高職部),22.7577897,121.1244972,國立臺東專校附設高職部,高級中等學校,臺東縣,公立,是,是,[950]臺東縣臺東市正氣北路889號,36,955,422,阿美族,196,0,196,6,98,43,56,11,0,0,9,0,0,3,0,0,0,0,0
112,國立臺東高商,22.7573451,121.1448649,國立臺東高級商業職業學校,高級中等學校,臺東縣,公立,是,是,[950]臺東縣臺東市正氣路440號,37,1014,364,阿美族,163,0,163,7,75,31,55,10,0,0,20,0,0,3,0,0,0,0,0
113,國立成功商水,23.1059806,121.3807974,國立成功商業水產職業學校,高級中等學校,臺東縣,公立,是,是,[961]臺東縣成功鎮太平路52號,12,200,116,阿美族,93,0,93,1,7,8,2,1,0,1,1,0,1,1,0,0,0,0,0
114,私立公東高工,22.7671185,121.1349835,台東縣私立公東高級工業職業學校,高級中等學校,臺東縣,私立,是,是,[950]臺東縣臺東市中興路1段560號,34,1116,473,阿美族,222,0,222,6,128,30,65,12,0,0,7,0,0,2,0,1,0,0,0
115,國立玉里高中,23.3468624,121.3189806,國立玉里高級中學,高級中等學校,花蓮縣,公立,是,是,[981]花蓮縣玉里鎮中華路424號,32,537,257,阿美族/布農族,139,89,139,6,5,89,0,0,0,0,0,0,0,14,0,4,0,0,0
116,國立花蓮高農,23.984087,121.5991057,國立花蓮高級農業職業學校,高級中等學校,花蓮縣,公立,是,是,[970]花蓮縣花蓮市建國路161號,35,776,393,阿美族,230,0,230,15,2,18,2,1,0,0,0,0,3,114,1,0,0,0,7
117,國立花蓮高工,23.9986134,121.6206087,國立花蓮高級工業職業學校,高級中等學校,花蓮縣,公立,是,是,[970]花蓮縣花蓮市府前路27號,50,1256,449,阿美族,266,0,266,15,5,21,3,0,0,1,0,0,6,128,3,1,0,0,0
118,國立光復商工,23.6671699,121.4273418,國立光復高級商工職業學校,高級中等學校,花蓮縣,公立,是,是,[976]花蓮縣光復鄉林森路100號,16,238,144,阿美族/太魯閣族,86,45,86,3,2,7,1,0,0,0,0,0,0,45,0,0,0,0,0
119,私立四維高中,24.0003499,121.5914759,四維學校財團法人花蓮縣四維高級中學,高級中等學校,花蓮縣,私立,是,是,[970]花蓮縣花蓮市中山路一段200號,39,1681,635,阿美族/太魯閣族,333,207,333,29,5,43,2,1,0,0,0,0,6,207,7,2,0,0,0
120,花蓮縣上騰工商,23.9721663,121.5780419,花蓮縣上騰高級工商職業學校,高級中等學校,花蓮縣,私立,是,是,[973]花蓮縣吉安鄉吉安村吉興4街101號,26,473,271,阿美族/太魯閣族,147,85,147,16,10,9,2,0,0,0,1,0,0,85,1,0,0,0,0
121,花蓮縣立體育高中,24.003313,121.5855945,花蓮縣立體育高級中等學校,高級中等學校,花蓮縣,公立,是,是,[970]花蓮縣花蓮市達固湖灣大路21號,6,106,76,阿美族,42,0,42,4,4,12,1,1,0,0,0,0,0,10,2,0,0,0,0
122,市立福山國小,24.7773895,121.5021286,新北市烏來區福山國民小學,國小,新北市,公立,是,是,[233]新北市烏來區福山里李茂岸56號,6,15,12,泰雅族,10,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123,四季國小,24.4880169,121.4260099,宜蘭縣大同鄉四季國民小學,國小,宜蘭縣,公立,是,是,[267]宜蘭縣大同鄉四季村和勳巷1號,16,78,78,泰雅族,78,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,縣立南山國小,24.4378986,121.3804702,宜蘭縣大同鄉南山國民小學,國小,宜蘭縣,公立,是,是,[267]宜蘭縣大同鄉南山村四鄰埤南巷31之3號,6,74,74,泰雅族,74,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,縣立大同國小,24.678323,121.609261,宜蘭縣大同鄉大同國民小學,國小,宜蘭縣,公立,是,是,[267]宜蘭縣大同鄉崙埤村10之9號,18,86,82,泰雅族,82,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,縣立寒溪國小,24.6094338,121.6870979,宜蘭縣大同鄉寒溪國民小學,國小,宜蘭縣,公立,是,是,[267]宜蘭縣大同鄉寒溪村寒溪巷16號,6,66,66,泰雅族,65,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,南澳國小,24.4672359,121.8011813,宜蘭縣南澳鄉南澳國民小學,國小,宜蘭縣,公立,是,是,[272]宜蘭縣南澳鄉南澳村中正路15號,6,81,79,泰雅族,77,0,1,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,縣立碧候國小,24.4744309,121.7857441,宜蘭縣南澳鄉碧候國民小學,國小,宜蘭縣,公立,是,是,[272]宜蘭縣南澳鄉碧候村自覺巷38號,6,88,84,泰雅族,82,0,1,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
129,武塔國小,24.4478041,121.777456,宜蘭縣南澳鄉武塔國民小學,國小,宜蘭縣,公立,是,是,[272]宜蘭縣南澳鄉武塔村新溪路1號,6,31,31,泰雅族,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,縣立澳花國小,24.3294853,121.7398298,宜蘭縣南澳鄉澳花國民小學,國小,宜蘭縣,公立,是,是,[272]宜蘭縣南澳鄉澳花村中央路19號,6,87,87,泰雅族,76,0,5,76,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0
131,縣立東澳國小,24.5211777,121.8327332,宜蘭縣南澳鄉東澳國民小學,國小,宜蘭縣,公立,是,是,[272]宜蘭縣南澳鄉東岳村蘇花路三段209號,6,58,49,泰雅族,49,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,縣立金岳國小,24.471153,121.7774377,宜蘭縣南澳鄉金岳國民小學,國小,宜蘭縣,公立,是,是,[272]宜蘭縣南澳鄉金岳村 (路) 二號,6,46,46,泰雅族,44,0,0,44,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
133,縣立金洋國小,24.4262307,121.7493115,宜蘭縣南澳鄉金洋國民小學,國小,宜蘭縣,公立,是,是,[272]宜蘭縣南澳鄉金洋村11號,6,39,39,泰雅族,37,0,0,37,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
134,市立介壽國小,24.8154011,121.35108,桃園市復興區介壽國民小學,國小,桃園市,公立,是,是,[336]桃園市復興區澤仁里中正路33號,6,78,59,泰雅族,58,0,0,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,市立三民國小,24.832611,121.3310201,桃園市復興區三民國民小學,國小,桃園市,公立,是,是,[336]桃園市復興區三民里十一鄰57號,6,73,45,泰雅族,43,0,0,43,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
136,市立義盛國小,24.7914944,121.3790395,桃園市復興區義盛國民小學,國小,桃園市,公立,是,是,[336]桃園市復興區義盛里一鄰11號,6,40,40,泰雅族,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,市立霞雲國小,24.8166344,121.3833758,桃園市復興區霞雲國民小學,國小,桃園市,公立,是,是,[336]桃園市復興區霞雲里六鄰14號,6,25,23,泰雅族,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,市立奎輝國小,24.7794746,121.3255688,桃園市復興區奎輝國民小學,國小,桃園市,公立,是,是,[336]桃園市復興區奎輝里三鄰25號,6,40,40,泰雅族,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,市立光華國小,24.6854798,121.3972387,桃園市復興區光華國民小學,國小,桃園市,公立,是,是,[336]桃園市復興區華陵里四鄰12號,6,24,24,泰雅族,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,市立高義國小,24.7121199,121.3604005,桃園市復興區高義國民小學,國小,桃園市,公立,是,是,[336]桃園市復興區高義里三鄰28號,6,45,41,泰雅族,40,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,市立長興國小,24.8001826,121.3075816,桃園市復興區長興國民小學,國小,桃園市,公立,是,是,[336]桃園市復興區長興里十六鄰頭角43號,6,30,30,泰雅族,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,市立三光國小,24.6737942,121.3673192,桃園市復興區三光國民小學,國小,桃園市,公立,是,是,[336]桃園市復興區三光里四鄰8號,6,32,32,泰雅族,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,市立羅浮國小,24.7972829,121.3649359,桃園市復興區羅浮國民小學,國小,桃園市,公立,是,是,[336]桃園市復興區羅浮里三鄰16號,10,55,49,泰雅族,48,0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,市立巴崚國小,24.6854798,121.3972387,桃園市復興區巴崚國民小學,國小,桃園市,公立,是,是,[336]桃園市復興區華陵里九鄰75號,6,46,45,泰雅族,44,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,縣立竹東國小,24.7356205,121.0882209,新竹縣竹東鎮竹東國民小學,國小,新竹縣,公立,否,是,[310]新竹縣竹東鎮康寧街1號,21,503,127,泰雅族,113,0,4,113,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0
146,大同國小,24.7403014,121.0884039,新竹縣竹東鎮大同國民小學,國小,新竹縣,公立,否,是,[310]新竹縣竹東鎮莊敬路111號,60,1589,161,泰雅族,121,0,12,121,1,4,0,0,1,16,1,0,0,1,0,4,0,0,0
147,縣立尖石國小,24.7282877,121.2253769,新竹縣尖石鄉尖石國民小學,國小,新竹縣,公立,是,是,[313]新竹縣尖石鄉嘉樂村六鄰7號,6,21,19,泰雅族,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,縣立嘉興國小,24.7051821,121.2105623,新竹縣尖石鄉嘉興國民小學,國小,新竹縣,公立,是,是,[313]新竹縣尖石鄉嘉樂村三鄰177號,11,87,83,泰雅族,81,0,0,81,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
149,縣立新樂國小,24.731587,121.2506474,新竹縣尖石鄉新樂國民小學,國小,新竹縣,公立,是,是,[313]新竹縣尖石鄉新樂村一鄰10號,7,123,112,泰雅族,112,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,縣立梅花國小,24.6775901,121.2088282,新竹縣尖石鄉梅花國民小學,國小,新竹縣,公立,是,是,[313]新竹縣尖石鄉梅花村1鄰25號,6,62,62,泰雅族,62,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,縣立錦屏國小,24.680324,121.247229,新竹縣尖石鄉錦屏國民小學,國小,新竹縣,公立,是,是,[313]新竹縣尖石鄉錦屏村十鄰116號,6,43,42,泰雅族,42,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,縣立玉峰國小,24.6600107,121.3013028,新竹縣尖石鄉玉峰國民小學,國小,新竹縣,公立,是,是,[313]新竹縣尖石鄉玉峰村五鄰59號,6,31,30,泰雅族,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,縣立石磊國小,24.6556578,121.3264284,新竹縣尖石鄉石磊國民小學,國小,新竹縣,公立,是,是,[313]新竹縣尖石鄉玉峰村十鄰49號,6,31,31,泰雅族,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,縣立秀巒國小,24.5803701,121.3032402,新竹縣尖石鄉秀巒國民小學,國小,新竹縣,公立,是,是,[313]新竹縣尖石鄉秀巒村四鄰19號,12,74,72,泰雅族,70,0,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,縣立新光國小,24.5799355,121.3032009,新竹縣尖石鄉新光國民小學,國小,新竹縣,公立,是,是,[313]新竹縣尖石鄉秀巒村八鄰17號,9,60,60,泰雅族,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,縣立五峰國小,24.631476,121.118064,新竹縣五峰鄉五峰國民小學,國小,新竹縣,公立,是,是,[311]新竹縣五峰鄉大隘村六鄰123號,6,73,73,泰雅族/賽夏族,46,27,0,46,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
157,縣立桃山國小,24.575383,121.105812,新竹縣五峰鄉桃山國民小學,國小,新竹縣,公立,是,是,[311]新竹縣五峰鄉桃山村15鄰243號,6,66,65,泰雅族,61,0,1,61,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
158,縣立花園國小,24.6482711,121.1514399,新竹縣五峰鄉花園國民小學,國小,新竹縣,公立,是,是,[311]新竹縣五峰鄉花園村八鄰174號,12,34,34,泰雅族,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159,縣立上館國小,24.7261192,121.088092,新竹縣竹東鎮上館國民小學,國小,新竹縣,公立,否,是,[310]新竹縣竹東鎮中豐路二段399號,42,1089,189,泰雅族,147,0,13,147,1,4,0,0,0,22,2,0,0,0,0,0,0,0,0
160,縣立南庄國小,24.600459,120.9992731,苗栗縣南庄鄉南庄國民小學,國小,苗栗縣,公立,是,是,[353]苗栗縣南庄鄉東村文化路3號,7,146,53,泰雅族/賽夏族,29,24,0,29,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
161,泰興國小,24.3943266,120.9206005,苗栗縣泰安鄉泰興國民小學,國小,苗栗縣,公立,是,是,[365]苗栗縣泰安鄉中興村1鄰2號,6,28,27,泰雅族,26,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
162,縣立清安國小,24.4400536,120.9260528,苗栗縣泰安鄉清安國民小學,國小,苗栗縣,公立,是,是,[365]苗栗縣泰安鄉清安村六鄰122號,6,18,14,泰雅族,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,汶水國小,24.4657987,120.940123,苗栗縣泰安鄉汶水國民小學,國小,苗栗縣,公立,是,是,[365]苗栗縣泰安鄉錦水村四鄰12號,9,53,48,泰雅族,39,0,3,39,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
164,縣立象鼻國小,24.3591997,120.9472864,苗栗縣泰安鄉象鼻國民小學,國小,苗栗縣,公立,是,是,[365]苗栗縣泰安鄉象鼻村一鄰4號,6,37,36,泰雅族,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,縣立梅園國小,24.3886093,120.9669477,苗栗縣泰安鄉梅園國民小學,國小,苗栗縣,公立,是,是,[365]苗栗縣泰安鄉梅園村二鄰38號,6,43,42,泰雅族,41,0,0,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
166,縣立士林國小,24.3477111,120.9302056,苗栗縣泰安鄉士林國民小學,國小,苗栗縣,公立,是,是,[365]苗栗縣泰安鄉士林村5鄰26號,6,27,27,泰雅族,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,市立和平區和平國小,24.1711472,120.895757,臺中市和平區和平國民小學,國小,臺中市,公立,是,是,[424]臺中市和平區南勢里東關路三段54號,6,43,22,泰雅族,20,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,市立白冷國小,24.1820599,120.9265212,臺中市和平區白冷國民小學,國小,臺中市,公立,是,是,[424]臺中市和平區天輪里東關路二路天輪巷42號,6,30,17,泰雅族,16,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,市立博屋瑪國小,24.3163206,120.9991032,臺中市博屋瑪國民小學,國小,臺中市,公立,是,是,[424]臺中市和平區達觀里育英巷6號,6,63,61,泰雅族,58,0,0,58,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
170,市立平等國小,24.3178634,121.2944249,臺中市和平區平等國民小學,國小,臺中市,公立,是,是,[424]臺中市和平區中興路三段環山3巷35號,6,37,31,泰雅族,30,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
171,市立博愛國小,24.1771216,120.9797331,臺中市和平區博愛國民小學,國小,臺中市,公立,是,是,[424]臺中市和平區博愛里東關路一段松鶴三巷10號,12,66,43,泰雅族,38,0,2,38,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
172,市立自由國小,24.2917102,120.9086741,臺中市和平區自由國民小學,國小,臺中市,公立,是,是,[424]臺中市和平區自由里東崎路二段49號,12,51,40,泰雅族,29,0,2,29,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0
173,縣立親愛國小,23.9682604,121.1090048,南投縣仁愛鄉親愛國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉親愛村高平路3號,12,97,86,泰雅族/賽德克族,44,36,0,44,2,3,0,0,0,0,0,0,0,1,0,36,0,0,0
174,縣立力行國小,24.147464,121.189027,南投縣仁愛鄉力行國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉力行村新望洋67號,10,35,35,泰雅族,34,0,0,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
175,縣立發祥國小,24.122492,121.1571921,南投縣仁愛鄉發祥國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉發祥村光復巷24號,6,11,11,泰雅族,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
176,縣立紅葉國小,24.1596636,121.1771746,南投縣仁愛鄉紅葉國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉發祥村仁盛路70號,6,20,20,泰雅族,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,市立烏來國中小,24.863024,121.554477,新北市立烏來國民中小學,國中小,新北市,公立,是,是,[233]新北市烏來區啦卡路5號,10,112,97,泰雅族,97,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,縣立泰安國中小,24.422212,120.910496,苗栗縣立泰安國民中小學,國中小,苗栗縣,公立,是,是,[365]苗栗縣泰安鄉大興村32之1號,8,31,26,泰雅族,25,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,市立梨山國中小,24.2515802,121.2532482,臺中市立梨山國民中小學,國中小,臺中市,公立,是,是,[424]臺中市和平區梨山里福壽路10號,12,186,90,泰雅族/阿美族,42,29,29,42,1,13,0,0,0,0,0,2,0,2,0,1,0,0,0
180,大同國中,24.5747615,121.4783981,宜蘭大同國民中學,國中,宜蘭縣,公立,是,是,[267]宜蘭縣大同鄉太平村一鄰泰雅路四段35號,4,58,52,泰雅族,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
181,市立介壽國中,24.8207867,121.3522112,桃園市立介壽國民中學,國中,桃園市,公立,是,是,[336]桃園市復興區澤仁里中正路248號,10,184,171,泰雅族,165,0,4,165,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
182,縣立竹東國中,24.7357097,121.0870776,新竹縣立竹東國民中學,國中,新竹縣,公立,否,是,[310]新竹縣竹東鎮公園路8號,37,910,166,泰雅族,141,0,6,141,0,2,0,0,0,12,0,0,0,3,0,2,0,0,0
183,縣立員東國中,24.7071298,121.0972723,新竹縣立員東國民中學,國中,新竹縣,公立,否,是,[310]新竹縣竹東鎮東峰路521號,11,189,89,泰雅族,71,0,2,71,1,1,0,0,0,13,0,0,0,1,0,0,0,0,0
184,縣立五峰國中,24.6320786,121.119596,新竹縣立五峰國民中學,國中,新竹縣,公立,是,是,[311]新竹縣五峰鄉大隘村六鄰113號,4,70,70,泰雅族,61,0,0,61,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0
185,縣立尖石國中,24.7051821,121.2105623,新竹縣立尖石國民中學,國中,新竹縣,公立,是,是,[313]新竹縣尖石鄉嘉樂村三鄰八十號,10,234,227,泰雅族,224,0,1,224,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
186,縣立自強國中,24.745167,121.085442,新竹縣立自強國民中學,國中,新竹縣,公立,否,是,[310]新竹縣竹東鎮自強路169號,35,908,133,泰雅族,104,0,12,104,2,0,0,0,0,12,0,0,0,3,0,0,0,0,0
187,市立和平國中,24.1782244,120.8820164,臺中市立和平國民中學,國中,臺中市,公立,是,是,[424]臺中市和平區東關路三段崑崙巷62號,6,43,24,泰雅族,22,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,南澳高中,24.4655704,121.8003318,宜蘭南澳高級中學,完全中學,宜蘭縣,公立,是,是,[272]宜蘭縣南澳鄉蘇花路2段301號,18,365,316,泰雅族,297,0,12,297,2,0,0,0,0,1,0,0,0,4,0,0,0,0,0
189,私立東泰高中,24.7115753,121.0983686,新竹縣私立東泰高級中學,完全中學,新竹縣,私立,否,是,[310]新竹縣竹東鎮東峰路343號,62,1728,282,泰雅族,228,0,21,228,3,3,1,1,1,18,0,0,0,1,0,5,0,0,0
190,私立光復高中,24.7983869,120.9940564,新竹市私立光復高級中學,完全中學,新竹市,私立,否,是,[300]新竹市東區光復路二段153號,126,5101,156,泰雅族,92,0,28,92,3,3,4,1,0,15,1,0,0,4,0,5,0,0,0
