key,school,lat,lng,校名全銜,等級別,縣市名稱,公/私立,原區,是否重點學校,地址,全校班級數,全校學生數,原住民籍學生總數,主要/次要民族（30%以上）                     ,主要民族學生總數,次要民族學生總數,阿美族,泰雅族,排灣族,布農族,卑南族,魯凱族,鄒族,賽夏族,雅美族,邵族,噶瑪蘭族,太魯閣族,撒奇萊雅族,賽德克族,拉阿魯哇族,卡那卡那富族,尚未申報族籍
191,羅東高商,24.6730439,121.7576801,國立羅東高級商業職業學校,高級中等學校,宜蘭縣,公立,否,是,[265]宜蘭縣羅東鎮中山路4段360號,48,1491,111,泰雅族,87,0,15,87,3,1,0,0,0,0,0,0,0,5,0,0,0,0,0
192,私立玉山高中,24.2517205,120.8421691,臺中市私立玉山高級中學,高級中等學校,臺中市,私立,否,否,[423]臺中市東勢區東崎路四段399號,25,508,99,泰雅族,77,0,9,77,3,3,1,2,1,1,0,0,0,1,0,1,0,0,0
193,滿州國小,22.0202158,120.8384022,屏東縣滿州鄉滿州國民小學,國小,屏東縣,公立,是,是,[947]屏東縣滿州鄉滿州村中山路39號,6,89,29,排灣族,29,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,縣立長樂國小,22.0751909,120.8283323,屏東縣滿州鄉長樂國民小學,國小,屏東縣,公立,是,是,[947]屏東縣滿州鄉長樂村大公路35號,6,61,48,排灣族,45,0,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,縣立永港國小,22.0060852,120.8172748,屏東縣滿州鄉永港國民小學,國小,屏東縣,公立,是,是,[947]屏東縣滿州鄉永靖村新庄路25號,6,56,14,排灣族,11,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,地磨兒國小,22.7151403,120.654127,屏東縣地磨兒民族實驗小學,國小,屏東縣,公立,是,是,[901]屏東縣三地門鄉三地村行政街9號,12,159,157,排灣族,138,0,2,1,138,0,0,15,0,0,0,1,0,0,0,0,0,0,0
197,縣立青山國小,22.8167704,120.6409895,屏東縣三地門鄉青山國民小學,國小,屏東縣,公立,是,是,[901]屏東縣三地門鄉青山村民族巷9號,6,49,49,排灣族,45,0,2,0,45,1,0,1,0,0,0,0,0,0,0,0,0,0,0
198,口社國小,22.7661081,120.6444883,屏東縣三地門鄉口社國民小學,國小,屏東縣,公立,是,是,[901]屏東縣三地門鄉口社村信義巷65號,6,69,66,排灣族,66,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,縣立佳義國小,22.6537285,120.6305809,屏東縣瑪家鄉佳義國民小學,國小,屏東縣,公立,是,是,[903]屏東縣瑪家鄉佳義村泰平巷12號,8,133,132,排灣族,124,0,1,2,124,0,1,3,0,0,0,0,0,0,0,0,0,0,1
200,北葉國小,22.7092665,120.6498728,屏東縣瑪家鄉北葉民族實驗小學,國小,屏東縣,公立,是,是,[903]屏東縣瑪家鄉北葉村風景巷1-22號,6,102,101,排灣族,87,0,0,0,87,0,0,14,0,0,0,0,0,0,0,0,0,0,0
201,縣立武潭國小,22.578043,120.634229,屏東縣泰武鄉武潭國民小學,國小,屏東縣,公立,是,是,[921]屏東縣泰武鄉武潭村潭中巷45號,18,137,137,排灣族,137,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,縣立泰武國小,22.606034,120.610658,屏東縣泰武鄉泰武國民小學,國小,屏東縣,公立,是,是,[921]屏東縣泰武鄉泰武村阿夫魯岸路1號,6,98,94,排灣族,91,0,3,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,萬安國小,22.6266502,120.6381624,屏東縣泰武鄉萬安國民小學,國小,屏東縣,公立,是,是,[921]屏東縣泰武鄉萬安村萬安路1號,6,84,84,排灣族,84,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,縣立來義國小,22.5274204,120.6489878,屏東縣來義鄉來義國民小學,國小,屏東縣,公立,是,是,[922]屏東縣來義鄉丹林村古義路2號,6,96,95,排灣族,92,0,2,0,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0
205,縣立望嘉國小,22.463106,120.62231,屏東縣來義鄉望嘉國民小學,國小,屏東縣,公立,是,是,[922]屏東縣來義鄉望嘉村165號,6,52,49,排灣族,49,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,文樂國小,22.4929811,120.6237423,屏東縣來義鄉文樂國民小學,國小,屏東縣,公立,是,是,[922]屏東縣來義鄉文樂村新樂路1號,6,51,48,排灣族,48,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,縣立南和國小,22.4361344,120.6428208,屏東縣來義鄉南河國民小學,國小,屏東縣,公立,是,是,[922]屏東縣來義鄉南和村51號,6,65,64,排灣族,64,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,縣立古樓國小,22.527769,120.626997,屏東縣來義鄉古樓國民小學,國小,屏東縣,公立,是,是,[922]屏東縣來義鄉古樓村育英路2號,6,37,37,排灣族,37,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,縣立春日國小,22.3706354,120.6267213,屏東縣春日鄉春日國民小學,國小,屏東縣,公立,是,是,[942]屏東縣春日鄉春日村春日路314號,6,67,66,排灣族,66,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,力里國小,22.4277993,120.6268542,屏東縣春日鄉力里國民小學,國小,屏東縣,公立,是,是,[942]屏東縣春日鄉七佳村自強一路92號,6,105,104,排灣族,102,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0
211,縣立古華國小,22.3612911,120.6260495,屏東縣春日鄉古華國民小學,國小,屏東縣,公立,是,是,[942]屏東縣春日鄉古華村古華路3巷63號,12,64,64,排灣族,64,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,縣立楓林國小,22.1995005,120.7065073,屏東縣獅子鄉楓林國民小學,國小,屏東縣,公立,是,是,[943]屏東縣獅子鄉楓林村楓林2巷22-2號,6,29,27,排灣族,25,0,0,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0
213,縣立丹路國小,22.2033133,120.7512782,屏東縣蝨子鄉丹路國民小學,國小,屏東縣,公立,是,是,[943]屏東縣獅子鄉丹路村丹路1巷39號,6,39,38,排灣族,37,0,0,0,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0
214,縣立內獅國小,22.3083008,120.6486368,屏東縣獅子鄉內獅國民小學,國小,屏東縣,公立,是,是,[943]屏東縣獅子鄉內獅村1號,6,91,91,排灣族,91,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,縣立草埔國小,22.234862,120.8029919,屏東縣獅子鄉草埔國民小學,國小,屏東縣,公立,是,是,[943]屏東縣獅子鄉草埔村1巷5號,6,27,25,排灣族,24,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,石門國小,22.1256399,120.7729406,屏東縣牡丹鄉石門國民小學,國小,屏東縣,公立,是,是,[945]屏東縣牡丹鄉石門村石門路33號,6,71,71,排灣族,71,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,縣立高士國小,22.1248895,120.8462785,屏東縣牡丹鄉高士國民小學,國小,屏東縣,公立,是,是,[945]屏東縣牡丹鄉高士村高士路29號,12,57,57,排灣族,57,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,牡丹國小,22.1757037,120.8377485,屏東縣牡丹鄉牡丹國民小學,國小,屏東縣,公立,是,是,[945]屏東縣牡丹鄉牡丹村牡丹路93號,6,63,62,排灣族,49,0,13,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,縣立賽嘉國小,22.7513545,120.6391345,屏東縣三地門賽嘉國民小學,國小,屏東縣,公立,是,是,[901]屏東縣三地門鄉賽嘉村2號,6,63,61,排灣族,61,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,長榮百合國小,22.6980387,120.6429251,屏東縣瑪家鄉長榮百合國民小學,國小,屏東縣,公立,是,是,[903]屏東縣瑪家鄉瑪家村和平路一段65號,6,107,99,排灣族,76,0,0,0,76,0,0,23,0,0,0,0,0,0,0,0,0,0,0
221,縣立新園國小,22.7639133,121.0634049,臺東縣臺東市新園國民小學,國小,臺東縣,公立,是,是,[950]臺東縣臺東市新園路88號,6,34,25,排灣族,20,0,4,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222,縣立大王國小,22.6128487,121.0039909,臺東縣太麻里鄉大王國民小學,國小,臺東縣,公立,是,是,[963]臺東縣太麻里鄉大王村文化路60號,9,178,96,排灣族,73,0,15,0,73,1,3,4,0,0,0,0,0,0,0,0,0,0,0
223,縣立香蘭國小,22.5876369,120.9937299,臺東縣太麻里鄉香蘭國民小學,國小,臺東縣,公立,是,是,[963]臺東縣太麻里鄉香蘭村四鄰28號,6,37,22,排灣族,13,0,6,0,13,0,0,,0,0,0,0,0,3,0,0,0,0,0
224,縣立大溪國小,22.4623938,120.9408792,臺東縣太麻里鄉大溪國民小學,國小,臺東縣,公立,是,是,[963]臺東縣太麻里鄉多良村十五鄰大溪85號,6,41,34,排灣族,28,0,5,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0
225,縣立尚武國小,22.3403449,120.8888115,臺東縣大武鄉尚武國民小學,國小,臺東縣,公立,是,是,[965]臺東縣大武鄉尚武村八鄰學府路7號,7,59,29,排灣族,23,0,5,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0
226,大武國小,22.3647287,120.90522,臺東縣大武鄉大武國民小學,國小,臺東縣,公立,是,是,[965]臺東縣大武鄉民族街2巷49號,6,100,75,排灣族,68,0,4,1,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0
227,縣立大鳥國小,22.3834046,120.9112123,臺東縣大武鄉大鳥國民小學,國小,臺東縣,公立,是,是,[965]臺東縣大武鄉大鳥村一鄰12號,12,88,87,排灣族,84,0,2,0,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0
228,縣立嘉蘭國小,22.595293,120.961753,臺東縣金峰鄉嘉蘭國民小學,國小,臺東縣,公立,是,是,[964]臺東縣金峰鄉嘉蘭村3鄰132號,6,65,65,排灣族,52,0,5,1,52,0,0,6,0,0,0,0,0,1,0,0,0,0,0
229,縣立介達國小,22.605915,120.997143,臺東縣金峰鄉介達國民小學,國小,臺東縣,公立,是,是,[964]臺東縣金峰鄉正興村105號,6,57,57,排灣族,45,0,7,0,45,0,1,4,0,0,0,0,0,0,0,0,0,0,0
230,新興國小,22.6312779,121.0035838,臺東縣金峰鄉新興國民小學,國小,臺東縣,公立,是,是,[964]臺東縣金峰鄉新興村一鄰1號,6,59,58,排灣族,53,0,2,0,53,2,0,1,0,0,0,0,0,0,0,0,0,0,0
231,縣立賓茂國小,22.532519,120.955317,臺東縣金峰鄉賓茂國民小學,國小,臺東縣,公立,是,是,[964]臺東縣金峰鄉賓茂村68號,6,117,108,排灣族,95,0,10,1,95,2,0,0,0,0,0,0,0,0,0,0,0,0,0
232,安朔國小,22.2940465,120.8680172,臺東縣達仁鄉安朔國民小學,國小,臺東縣,公立,是,是,[966]臺東縣達仁鄉安朔村八鄰113號,12,66,63,排灣族,60,0,2,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,土?國小,22.453594,120.887349,臺東縣達仁鄉土?vusam文化實驗小學,國小,臺東縣,公立,是,是,[966]臺東縣達仁鄉土?村10號,6,42,41,排灣族,39,0,2,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,縣立臺?國小,22.4771579,120.9078949,臺東縣達仁鄉臺?國民小學,國小,臺東縣,公立,是,是,[966]臺東縣達仁鄉台?村十鄰59號之1,6,34,31,排灣族,31,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,縣立滿州國中,22.023894,120.8395766,屏東縣立滿州國民中學,國中,屏東縣,公立,是,是,[947]屏東縣滿州鄉文化路32號,6,130,71,排灣族,68,0,1,1,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0
236,瑪家國中,22.7023304,120.6095023,屏東瑪家國民中學,國中,屏東縣,公立,是,是,[903]屏東縣瑪家鄉三和村三和巷16號,9,173,167,排灣族,132,0,0,0,132,0,0,33,0,0,0,0,0,2,0,0,0,0,0
237,縣立泰武國中,22.591822,120.6328161,屏東縣立泰武國民中學,國中,屏東縣,公立,是,是,[921]屏東縣泰武鄉佳平路120號,6,129,127,排灣族,126,0,0,0,126,0,0,1,0,0,0,0,0,0,0,0,0,0,0
238,縣立牡丹國中,22.1273042,120.7752753,屏東縣立牡丹國民中學,國中,屏東縣,公立,是,是,[945]屏東縣牡丹鄉石門村石門路1之1號,3,67,64,排灣族,56,0,5,0,56,0,0,2,1,0,0,0,0,0,0,0,0,0,0
239,縣立獅子國中,22.20468,120.687078,屏東縣立獅子國民中學,國中,屏東縣,公立,是,是,[941]屏東縣枋山鄉楓港村舊庄280號,3,66,66,排灣族,63,0,2,0,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0
240,縣立大王國中,22.615548,121.007607,臺東縣立大王國民中學,國中,臺東縣,公立,是,是,[963]臺東縣太麻里鄉大王村633號,10,221,158,排灣族,126,0,11,0,126,5,0,14,0,0,1,0,0,1,0,0,0,0,0
241,縣立賓茂國中,22.5327778,120.9666667,臺東縣立賓茂國民中學,國中,臺東縣,公立,是,是,[963]臺東縣太麻里鄉金崙村77號,7,117,112,排灣族,88,0,16,3,88,3,1,1,0,0,0,0,0,0,0,0,0,0,0
242,縣立大武國中,22.3646494,120.9076779,臺東縣立大武國民中學,國中,臺東縣,公立,是,是,[965]臺東縣大武鄉大武村復興路1號,10,217,181,排灣族,170,0,9,0,170,0,2,0,0,0,0,0,0,0,0,0,0,0,0
243,來義高中,22.525306,120.6293518,屏東來義高級中學,完全中學,屏東縣,公立,是,是,[922]屏東縣來義鄉古樓村中正路147號,21,378,343,排灣族,329,0,4,1,329,2,1,5,1,0,0,0,0,0,0,0,0,0,0
244,私立青年高中,24.0869925,120.6934315,臺中市青年高級中學,高級中等學校,臺中市,私立,否,否,[412]臺中市大里區中湖路100號,85,2906,208,排灣族,51,0,50,43,51,36,4,1,0,1,2,2,0,2,0,15,1,0,0
245,私立中山工商,22.6006326,120.3933412,中山學校財團法人高雄市中山高級工商職業學校,高級中等學校,高雄市,私立,否,是,[831]高雄市大寮區會社里正氣路79號,187,9505,225,排灣族,119,0,61,2,119,18,5,11,2,2,0,0,0,3,0,0,2,0,0
246,私立高英工商,22.5946145,120.4018447,高雄縣私立高英高級工商職業學校,高級中等學校,高雄市,私立,否,是,[831]高雄市大寮區鳳林3路19巷44號,65,2028,171,排灣族,130,0,12,2,130,14,4,3,2,0,1,0,0,1,0,0,1,1,0
247,國立屏東高中,22.6854421,120.48852,國立屏東高級中學,高級中等學校,屏東縣,公立,否,是,[900]屏東縣屏東市忠孝路231號,57,1950,115,排灣族,88,0,7,0,88,3,0,13,2,0,0,0,0,2,0,0,0,0,0
248,國立潮州高中,22.5496143,120.5452914,國立潮州高級中學,高級中等學校,屏東縣,公立,否,是,[920]屏東縣潮州鎮中山路11號,42,1480,162,排灣族,149,0,6,1,149,2,1,3,0,0,0,0,0,0,0,0,0,0,0
249,國立屏北高中,22.7469314,120.5489314,國立屏北高級中學,高級中等學校,屏東縣,公立,否,是,[907]屏東縣鹽埔鄉彭厝村莒光路168號,30,864,204,排灣族,128,0,10,4,128,20,1,34,2,1,2,0,0,0,0,0,1,1,0
250,國立內埔農工,22.7097996,120.642737,國立內埔高級農工職業學校,高級中等學校,屏東縣,公立,否,是,[912]屏東縣內埔鄉水門村成功路83號,34,878,177,排灣族,138,0,4,1,138,1,0,32,0,1,0,0,0,0,0,0,0,0,0
251,屏東高工,22.6634786,120.4857726,國立屏東高級工業職業學校,高級中等學校,屏東縣,公立,否,是,[900]屏東縣屏東市建國路25號,70,1876,117,排灣族,93,0,7,0,93,2,0,15,0,0,0,0,0,0,0,0,0,0,0
252,國立恆春工商,21.9927976,120.7469146,國立恆春高級工商職業學校,高級中等學校,屏東縣,公立,否,是,[946]屏東縣恆春鎮恆南路38號,36,858,99,排灣族,92,0,5,2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,財團法人屏榮高中,22.6735613,120.5030789,屏東縣屏榮高級中學,高級中等學校,屏東縣,公立,否,是,[900]屏東縣屏東市豐田里民學路100號,68,2637,148,排灣族,123,0,6,1,123,2,1,13,0,0,1,0,0,0,1,0,0,0,0
254,私立民生家商,22.6583156,120.5145497,屏東縣私立民生高級家事商業職業學校,高級中等學校,屏東縣,私立,否,是,[900]屏東縣屏東市民生東路12號,37,1123,253,排灣族,159,0,24,3,159,21,3,39,1,0,2,0,0,1,0,0,0,0,0
255,私立樹德家商,22.6429937,120.3280358,高雄市私立樹德高級家事商業職業學校,高級中等學校,高雄市,私立,否,是,[807]高雄市三民區寶興里11鄰建興路116號,150,5361,150,排灣族,58,0,39,6,58,31,3,6,0,0,1,0,0,3,0,0,0,3,0
256,信義國小,23.6975623,120.8543587,南投縣信義鄉信義國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉明德村玉山路24號,7,54,34,布農族,31,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0
257,羅娜國小,23.6136184,120.8585076,南投縣信義鄉羅娜國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉羅娜村信義巷一鄰73號,6,98,95,布農族,90,0,2,2,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0
258,縣立同富國小,23.5944248,120.8884157,南投縣信義鄉同富國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉同富村同和巷4號,7,143,91,布農族,89,0,1,0,0,89,0,0,1,0,0,0,0,0,0,0,0,0,0
259,縣立人和國小,23.7795337,120.8969126,南投縣信義鄉人和國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉人和村民生巷3號,6,74,74,布農族,74,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0
260,縣立地利國小,23.794033,120.9433506,南投縣信義鄉地利國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉地利村開信巷17號,6,59,54,布農族,54,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
261,縣立東埔國小,23.5619353,120.9276267,南投縣信義鄉東埔國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉東埔村開高巷63號,6,42,41,布農族,41,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
262,潭南國小,23.8214884,120.9400121,南投縣信義鄉潭南國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉潭南村和平巷49號,6,74,72,布農族,72,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
263,縣立新鄉國小,23.6400176,120.8695668,南投縣信義鄉新鄉國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉新鄉村80號,6,57,57,布農族,57,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
264,縣立久美國小,23.6158494,120.8844509,南投縣信義鄉久美國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉望美村美信巷54號,6,48,48,布農族,41,0,0,0,0,41,0,0,7,0,0,0,0,0,0,0,0,0,0
265,縣立雙龍國小,23.7854,120.950171,南投縣信義鄉雙龍國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉雙龍村光復巷4號,6,55,55,布農族,55,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0
266,縣立豐丘國小,23.6698746,120.8748086,南投縣信義鄉豐丘國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉豐丘村高平巷77號,6,27,26,布農族,23,0,0,1,0,23,0,0,0,0,0,0,0,0,0,2,0,0,0
267,縣立法治國小,23.91662,121.046736,南投縣仁愛鄉法治國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉法治村界山巷6號,6,78,76,布農族,72,0,0,4,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
268,縣立中正國小,23.9047975,120.9908092,南投縣仁愛鄉中正國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉中正村平等巷114號,6,89,89,布農族,83,0,2,2,1,83,0,0,0,0,0,0,0,1,0,0,0,0,0
269,縣立萬豐國小,23.9471762,121.0759302,南投縣仁愛鄉萬豐國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉萬豐村清華巷8號,6,66,62,布農族,62,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
270,市立巴楠花部落小學,22.9648377,120.5395018,高雄市巴楠花部落小學,國小,高雄市,公立,是,是,[846]高雄市杉林區大愛里和氣街15號,8,113,82,布農族,62,0,0,1,8,62,0,0,0,0,0,0,0,0,0,0,3,8,0
271,市立民生國小,23.2773916,120.7206534,高雄市那瑪夏區民生國民小學,國小,高雄市,公立,是,是,[849]高雄市那瑪夏區達卡努瓦里大光巷159號,6,96,96,布農族,74,0,0,0,1,74,0,0,5,0,0,0,0,0,0,0,2,14,0
272,市立桃源國小,23.1594146,120.764056,高雄市桃源區桃源國民小學,國小,高雄市,公立,是,是,[848]高雄市桃源區桃源里北進巷五十號,6,79,77,布農族,68,0,2,4,2,68,0,0,0,0,0,0,0,0,0,0,1,0,0
273,市立建山國小,23.1052671,120.6825711,高雄市桃源區建山國民小學,國小,高雄市,公立,是,是,[848]高雄市桃源區建山里96號,6,46,44,布農族,33,0,1,2,4,33,0,1,0,0,0,0,0,0,0,0,3,0,0
274,市立興中國小,23.1299471,120.7184917,高雄市桃源區興中國民小學,國小,高雄市,公立,是,是,[848]高雄市桃源區高中里興中巷44號,6,61,57,布農族,41,0,1,0,4,41,0,0,3,0,0,0,0,0,0,0,8,0,0
275,市立寶山國小,23.0554094,120.7215911,高雄市桃源區寶山國民小學,國小,高雄市,公立,是,是,[848]高雄市桃源區寶山里98號,6,21,20,布農族,18,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0
276,市立樟山國小,23.2530045,120.8199761,高雄市桃源區樟山國民小學,國小,高雄市,公立,是,是,[848]高雄市桃源區拉芙蘭里南橫公路五段440號,7,36,36,布農族,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
277,市立那瑪夏區民權國小,23.2560482,120.6924934,高雄市那瑪夏區民權國民小學,國小,高雄市,公立,是,是,[849]高雄市那瑪夏區瑪雅里平和巷220號,6,115,62,布農族,48,0,0,1,1,48,0,0,1,0,0,0,0,0,0,0,2,9,0
278,桃源國小,22.9022408,121.0837578,臺東縣延平鄉桃源國民小學,國小,臺東縣,公立,是,是,[953]臺東縣延平鄉桃源村昇平路84號,6,81,76,布農族,70,0,1,0,4,70,0,1,0,0,0,0,0,0,0,0,0,0,0
279,武陵國小,22.9698268,121.1164043,臺東縣延平鄉武陵國民小學,國小,臺東縣,公立,是,是,[953]臺東縣延平鄉武陵村一鄰明野路16號,6,68,68,布農族,61,0,2,0,4,61,0,0,0,0,1,0,0,0,0,0,0,0,0
280,縣立鸞山國小,22.8855591,121.160283,臺東縣延平鄉鸞山國民小學,國小,臺東縣,公立,是,是,[953]臺東縣延平鄉鸞山村一鄰14號,6,32,29,布農族,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
281,縣立紅葉國小,22.8935202,121.0637164,臺東縣延平鄉紅葉國民小學,國小,臺東縣,公立,是,是,[953]臺東縣延平鄉紅葉村紅谷路1號,6,51,49,布農族/阿美族,26,0,15,1,1,26,5,0,1,0,0,0,0,0,0,0,0,0,0
282,縣立海端國小,23.098988,121.17644,臺東縣海端鄉海端國民小學,國小,臺東縣,公立,是,是,[957]臺東縣海端鄉海端村山界路36號,6,47,41,布農族,35,0,6,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
283,縣立初來國小,23.117132,121.1690702,臺東縣海端鄉初來國民小學,國小,臺東縣,公立,是,是,[957]臺東縣海端鄉海端村七鄰5號,12,48,46,布農族,43,0,0,0,1,43,2,0,0,0,0,0,0,0,0,0,0,0,0
284,縣立崁頂國小,23.0454477,121.1464823,臺東縣海端鄉崁頂國民小學,國小,臺東縣,公立,是,是,[957]臺東縣海端鄉崁頂村中福21號,6,35,34,布農族,29,0,3,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0
285,縣立廣原國小,23.1493119,121.2062909,臺東縣海端鄉廣原國民小學,國小,臺東縣,公立,是,是,[957]臺東縣海端鄉廣原村大埔路一鄰1號,6,45,42,布農族,37,0,2,0,2,37,0,0,0,0,0,0,0,1,0,0,0,0,0
286,縣立錦屏國小,23.1315173,121.17642,臺東縣海端鄉錦屏國民小學,國小,臺東縣,公立,是,是,[957]臺東縣海端鄉廣原村錦屏1號,6,43,43,布農族,39,0,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
287,縣立加拿國小,23.000996,121.130768,臺東縣海端鄉加拿國民小學,國小,臺東縣,公立,是,是,[957]臺東縣海端鄉加拿村加南5號,6,35,35,布農族,29,0,2,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0
